Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Solwcad,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2112,1125,6,A,4000,100,A,2.29,0.13,A,1136,340,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,,,,,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,,ShishkinaIdealMixing,3488.105204,761.4087583,0.163204385,0.061104079,0.836795615,0.061104079
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2114,1125,6,A,4000,100,A,3.35,0.06,A,1166,363,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,,,,,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,,ShishkinaIdealMixing,4024.839319,821.9739838,0.273934368,0.06788706,0.726065632,0.06788706
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2147,1125,6,A,3850,100,A,4.4,0.16,A,1453,360,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,,,,,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,,ShishkinaIdealMixing,5242.555721,789.5711683,0.317078854,0.05473158,0.682921146,0.05473158
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6bis,1250,10,A,2000,50,A,0.97,0.12,A,2860,180,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,6bis,0.1,0.03,A,0.9,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2850.851999,188.1719311,0.004480415,0.007756293,0.995519585,0.007756293
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6a,1250,10,A,2000,50,A,1.37,0.12,A,2650,160,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,6a,0.18,0.03,A,0.82,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2789.141877,171.0191485,0.049028378,0.015069841,0.950971622,0.015069841
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,9bis,1250,10,A,2000,50,A,3.55,0.14,A,960,100,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,9bis,0.78,0.03,A,0.22,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2140.321449,129.4766095,0.488610621,0.028564228,0.511389379,0.028564228
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,1,1200,10,A,5000,50,A,0.94,0.12,A,9040,350,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,1,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,N,N,Y,N,,ShishkinaIdealMixing,7712.474873,391.2423734,0.001038984,0.002137317,0.998961016,0.002137317
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,2,1200,10,A,5000,50,A,2.82,0.12,A,9150,360,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,2,0.22,0.03,A,0.78,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,8503.54266,381.208859,0.084217408,0.006766796,0.915782592,0.006766796
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,3,1200,10,A,5000,50,A,5.54,0.13,A,7360,310,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,3,0.6,0.03,A,0.4,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,8565.254488,357.6962896,0.24657771,0.011990564,0.75342229,0.011990564
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,4,1200,10,A,5000,50,A,9.27,0.13,A,3990,220,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,4,0.83,0.03,A,0.17,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,8299.007412,262.7827885,0.54309707,0.015647402,0.45690293,0.015647402
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,12,1250,10,A,5000,50,A,3.21,0.12,A,7340,400,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,12,0.32,0.03,A,0.68,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,7328.890819,401.4248897,0.12106556,0.009050229,0.87893444,0.009050229
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,13,1250,10,A,5000,50,A,6.91,0.13,A,5300,300,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,13,0.75,0.03,A,0.25,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,7812.858595,315.0402223,0.381638507,0.015590743,0.618361493,0.015590743
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,14,1250,10,A,5000,50,A,6.87,0.12,A,4800,360,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,14,0.79,0.03,A,0.21,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,7400.651468,345.6844283,0.399160009,0.018886546,0.600839991,0.018886546
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,18,1250,10,A,5000,50,A,5.59,0.13,A,6180,290,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,18,0.57,0.03,A,0.43,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,7675.749062,322.4464415,0.279071706,0.01288768,0.720928294,0.01288768
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,19,1250,10,A,5000,50,A,2.28,0.12,A,8240,370,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,19,0.18,0.03,A,0.82,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,7565.183736,370.4560502,0.064572408,0.006841443,0.935427592,0.006841443
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,H42,1200,10,A,2000,50,A,5.32,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,,1,0.03,A,0,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1975.192885,78.58897453,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H43,1200,10,A,2000,50,A,4.73,0.17,A,750,60,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H43,0.76,0.03,A,0.24,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2525.308773,118.941884,0.65022806,0.022686942,0.34977194,0.022686942
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H44,1200,10,A,2000,50,A,2.67,0.13,A,2760,130,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H44,0.3,0.03,A,0.7,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3391.655515,165.8272351,0.191487967,0.015144864,0.808512033,0.015144864
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H45,1200,10,A,2000,50,A,1.41,0.11,A,3640,170,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H45,0.07,0.03,A,0.93,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3637.663051,200.2123326,0.041138951,0.011060589,0.958861049,0.011060589
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,H47,1200,10,A,2000,50,A,5.32,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,ND,2,DFMQ,,H47,1,0.03,A,0,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,ShishkinaIdealMixing,1971.953674,70.54759272,1,0,0,0,,,,,
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H48,1200,10,A,2000,50,A,4.64,0.12,A,760,60,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H48,0.71,0.03,A,0.29,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2485.276182,96.09828261,0.64154148,0.020121255,0.35845852,0.020121255
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H49,1200,10,A,2000,50,A,2.78,0.21,A,2570,120,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H49,0.39,0.03,A,0.61,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3277.441482,169.1758785,0.21287017,0.023812621,0.78712983,0.023812621
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H50,1200,10,A,2000,50,A,1.97,0.21,A,3030,130,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H50,0.23,0.03,A,0.77,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3347.994137,180.6144125,0.108003856,0.0223212,0.891996144,0.0223212
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H51,1200,10,A,2000,50,A,1.57,0.2,A,2870,120,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H51,0.14,0.03,A,0.86,0.03,CALC,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3053.413577,169.6812428,0.068983446,0.023328756,0.931016554,0.023328756
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,H52,1200,10,A,2000,50,A,4.81,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H52,1,0.03,A,0,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1688.823405,68.38322805,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H53,1200,10,A,2000,50,A,4.37,0.13,A,1030,50,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H53,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,N,N,Y,N,,ShishkinaIdealMixing,2625.991524,99.89625342,0.554433796,0.018033489,0.445566204,0.018033489
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H54,1200,10,A,2000,50,A,2.84,0.12,A,2640,100,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H54,0.5,0.03,A,0.5,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3368.159736,144.1779819,0.214666658,0.015139644,0.785333342,0.015139644
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H55,1200,10,A,2000,50,A,1.26,0.12,A,160,50,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H55,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,N,N,Y,N,,ShishkinaIdealMixing,323.876306,76.72247754,0.298986133,0.123719734,0.701013867,0.123719734
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H56,1200,10,A,2000,50,A,1.08,0.12,A,1580,70,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H56,0.04,0.03,A,0.96,0.03,CALC,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1723.454351,98.07909672,0.021126612,0.019301958,0.978873388,0.019301958
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,20,1250,10,A,500,50,A,2.29,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,20,,,ND,,,,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,Y,Y,N,,ShishkinaIdealMixing,489.6146041,48.00366249,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,21,1250,10,A,500,50,A,2.15,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,21,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,Y,Y,N,,ShishkinaIdealMixing,436.7236931,47.10210162,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,22,1250,10,A,1000,50,A,3.34,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,22,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,Y,Y,N,,ShishkinaIdealMixing,948.1106023,56.14199668,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,23,1250,10,A,1000,50,A,3.12,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,23,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,Y,Y,N,,ShishkinaIdealMixing,846.6504722,58.57731309,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,36,1200,10,A,2000,50,A,5.19,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,36,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1904.625535,69.39896963,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,37,1200,10,A,2000,50,A,3.95,0.17,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,37,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1234.937834,81.62937076,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,40,1200,10,A,2000,50,A,4.6,0.26,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,40,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,1568.657012,138.0252611,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,10,1250,10,A,2000,50,A,4.95,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,10,,,ND,,,,T,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,Y,Y,N,,ShishkinaIdealMixing,1766.37422,71.6503195,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,24,1250,10,A,3000,50,A,5.9,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,24,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2333.656646,81.68888128,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,25,1250,10,A,3000,50,A,6.2,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,25,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,2518.449507,87.46985492,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,35,1200,10,A,4000,50,A,8.26,0.14,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,35,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3873.583596,95.07359119,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,26,1250,10,A,4000,50,A,7.61,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,26,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3443.595132,86.50445093,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,27,1250,10,A,4000,50,A,8.16,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,27,,,ND,,,,F,,,,,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,,ShishkinaIdealMixing,3809.189471,88.18158114,1,0,0,0
