Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC1172,1200,5,A,2000,50,A,5.13,0.1,A,569,121,A,54.82,0.22,A,16.43,0.2,A,3.18,0.17,A,3.95,0.13,A,7.2,0.28,A,0.93,0.04,A,7,0.22,A,0.05,0.09,A,1.53,0.07,A,,,ND,,,,[+2 to +4],DFMQ,,,0.785,0.034,A,0.192,0.006,A,F,95.09,57.65064676,4.953202229,diamond,#029e73,N,N,N,N,IaconoMarziano,3839.646633,151.7998764,0.874484594,0.023265464,0.125515406,0.023265464
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl130,1200,5,A,2000,50,A,5.95,0.1,A,0,0,A,54.65,0.33,A,16.46,0.26,A,3.09,0.17,A,4.01,0.22,A,6.95,0.25,A,0.98,0.06,A,6.9,0.48,A,0.08,0.1,A,1.6,0.05,A,,,ND,,,,[+2 to +4],DFMQ,,,0.997,0.052,A,0.003,0.052,CALC,F,94.72,57.69636824,4.951435811,diamond,#029e73,Y,N,N,N,IaconoMarziano,4144.354996,165.0991819,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl131,1200,5,A,2000,50,A,5.76,0.1,A,0,0,A,54,0.58,A,16.31,0.12,A,3.09,0.17,A,3.98,0.13,A,6.74,0.35,A,0.97,0.06,A,6.64,0.28,A,0.06,0.11,A,1.59,0.08,A,,,ND,,,,[+2 to +4],DFMQ,,,0.983,0.057,A,0.017,0.057,CALC,F,93.38,57.82822874,5.011779824,diamond,#029e73,N,N,N,N,IaconoMarziano,4012.76618,147.9676217,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl239,1200,5,A,2000,50,A,5.54,0.08,A,0,0,A,53.62,0.56,A,16.35,0.24,A,3.16,0.25,A,4.1,0.14,A,6.93,0.3,A,0.91,0.08,A,6.82,0.3,A,0.13,0.07,A,1.55,0.12,A,,,ND,,,,[+2 to +4],DFMQ,,,0.942,0.053,A,0.058,0.053,CALC,F,93.57,57.30469167,5.033664636,diamond,#029e73,N,N,N,N,IaconoMarziano,3678.261651,127.8498001,1,0,0,0
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,1901,1125,6,A,3100,100,A,2.73,0.05,A,1275,27,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,2630.705401,44.18523495,0.446900875,0.010965855,0.553099125,0.010965855
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,1910,1125,6,A,3100,100,A,3.83,0.06,A,1168,62,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,3103.073865,75.77603669,0.639628976,0.014192346,0.360371024,0.014192346
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2112,1125,6,A,4000,100,A,2.29,0.13,A,1136,340,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,2270.461429,386.9309994,0.399801462,0.075851969,0.600198538,0.075851969
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2114,1125,6,A,4000,100,A,3.35,0.06,A,1166,363,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,2821.843779,369.2892271,0.582302339,0.076308556,0.417697661,0.076308556
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2147,1125,6,A,3850,100,A,4.4,0.16,A,1453,360,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,3680.523381,311.6518566,0.671647223,0.04960478,0.328352777,0.04960478
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2235,1125,6,A,5200,100,A,2.91,0.04,A,2286,392,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,3658.454774,332.0605225,0.368953636,0.03184573,0.631046364,0.03184573
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,manometry,manometry,PC,2068,1125,6,A,5200,100,A,3.76,0.08,A,2600,130,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,4268.134442,108.3913242,0.469397038,0.014920437,0.530602962,0.014920437
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2091,1125,6,A,6000,100,A,2.45,0.09,A,3620,251,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,4605.280771,187.5999033,0.229196328,0.014598019,0.770803672,0.014598019
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2092,1125,6,A,6000,100,A,3.73,0.09,A,3417,284,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,4838.492467,195.8740358,0.417115605,0.019217476,0.582884395,0.019217476
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,1908,1125,6,A,7200,100,A,3.75,0.03,A,6840,106,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,6841.377392,78.69929135,0.315460287,0.004724008,0.684539713,0.004724008
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2110,1125,6,A,7200,100,A,2.36,0.1,A,4825,366,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,5474.227056,252.789997,0.187077186,0.014546215,0.812922814,0.014546215
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2228,1125,6,A,7200,100,A,4.41,0.13,A,3585,320,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,5224.280986,210.5925086,0.49536682,0.023538984,0.50463318,0.023538984
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2151,1125,6,A,8150,100,A,5.16,0.12,A,6098,310,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,6837.061959,161.6997322,0.489853093,0.015391807,0.510146907,0.015391807
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,manometry,manometry,PC,2066,1125,6,A,8150,100,A,2.55,0.05,A,7400,370,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,6987.833468,196.1988945,0.172659961,0.006776774,0.827340039,0.006776774
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2090,1125,6,A,8150,100,A,3.9,0.1,A,6105,241,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,6500.27654,146.2706099,0.347207781,0.013069394,0.652792219,0.013069394
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2233,1125,6,A,8150,100,A,5.47,0.18,A,5006,803,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,6407.170847,408.7411499,0.558940006,0.034358195,0.441059994,0.034358195
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,manometry,manometry,PC,2070,1125,6,A,8800,100,A,4.11,0.08,A,7500,375,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,7224.482615,185.4337417,0.34489998,0.011365899,0.65510002,0.011365899
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,2115,1125,6,A,8700,100,A,2.34,0.11,A,7852,622,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,T,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,IaconoMarziano,7206.536159,322.48952,0.147498926,0.012711205,0.852501074,0.012711205
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6bis,1250,10,A,2000,50,A,0.97,0.12,A,2860,180,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,6bis,0.1,0.03,A,0.9,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1860.124686,142.7606398,0.069407231,0.015926525,0.930592769,0.015926525
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,6a,1250,10,A,2000,50,A,1.37,0.12,A,2650,160,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,6a,0.18,0.03,A,0.82,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1796.192058,131.4066427,0.130947597,0.020217583,0.869052403,0.020217583
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,9bis,1250,10,A,2000,50,A,3.55,0.14,A,960,100,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,9bis,0.78,0.03,A,0.22,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1562.674798,88.66868728,0.695649415,0.02775917,0.304350585,0.02775917
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,1,1200,10,A,5000,50,A,0.94,0.12,A,9040,350,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,1,,,ND,,,,F,100.81,49.48913798,9.393909334,circle,#fbafe4,N,N,Y,N,IaconoMarziano,4457.738217,247.0058216,0.029961207,0.006909627,0.970038793,0.006909627
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,2,1200,10,A,5000,50,A,2.82,0.12,A,9150,360,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,2,0.22,0.03,A,0.78,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4561.053853,224.1078124,0.184371075,0.013435045,0.815628925,0.013435045
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,3,1200,10,A,5000,50,A,5.54,0.13,A,7360,310,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,3,0.6,0.03,A,0.4,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4470.767171,312.2064065,0.492759424,0.035025887,0.507240576,0.035025887
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,4,1200,10,A,5000,50,A,9.27,0.13,A,3990,220,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,4,0.83,0.03,A,0.17,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4795.767859,156.8088388,0.833693621,0.010593746,0.166306379,0.010593746
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,12,1250,10,A,5000,50,A,3.21,0.12,A,7340,400,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,12,0.32,0.03,A,0.68,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4038.024839,232.0655601,0.248965919,0.017064628,0.751034081,0.017064628
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,13,1250,10,A,5000,50,A,6.91,0.13,A,5300,300,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,13,0.75,0.03,A,0.25,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4289.824401,277.0986694,0.667150512,0.03195423,0.332849488,0.03195423
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,14,1250,10,A,5000,50,A,6.87,0.12,A,4800,360,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,14,0.79,0.03,A,0.21,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4154.892847,254.1143117,0.681095285,0.029264253,0.318904715,0.029264253
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,18,1250,10,A,5000,50,A,5.59,0.13,A,6180,290,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,18,0.57,0.03,A,0.43,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4172.847242,228.2326929,0.527512263,0.027126498,0.472487737,0.027126498
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,19,1250,10,A,5000,50,A,2.28,0.12,A,8240,370,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,0,DFMQ,,19,0.18,0.03,A,0.82,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,4246.967675,234.7252399,0.139579755,0.012983631,0.860420245,0.012983631
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,H42,1200,10,A,2000,50,A,5.32,0.13,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,,1,0.03,A,0,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,10600.17809,18220.56621,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H43,1200,10,A,2000,50,A,4.73,0.17,A,750,60,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H43,0.76,0.03,A,0.24,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1972.001807,110.9481999,0.839545184,0.020372353,0.160454816,0.020372353
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H44,1200,10,A,2000,50,A,2.67,0.13,A,2760,130,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H44,0.3,0.03,A,0.7,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,2125.197634,115.5709843,0.338197979,0.024067634,0.661802021,0.024067634
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H45,1200,10,A,2000,50,A,1.41,0.11,A,3640,170,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H45,0.07,0.03,A,0.93,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,2279.664206,142.8479386,0.109169727,0.015531203,0.890830273,0.015531203
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,ND,IHPV,H47,1200,10,A,2000,50,A,5.32,0.12,A,0,0,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,ND,2,DFMQ,,H47,1,0.03,A,0,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,10155.07659,17891.38723,1,0,0,0
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H48,1200,10,A,2000,50,A,4.64,0.12,A,760,60,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H48,0.71,0.03,A,0.29,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1944.014653,95.13353327,0.833152583,0.018348402,0.166847417,0.018348402
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H49,1200,10,A,2000,50,A,2.78,0.21,A,2570,120,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H49,0.39,0.03,A,0.61,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,2074.001716,122.8449902,0.368168229,0.036791343,0.631831771,0.036791343
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H50,1200,10,A,2000,50,A,1.97,0.21,A,3030,130,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H50,0.23,0.03,A,0.77,0.03,CALC,F,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,2092.107219,136.9816314,0.209527905,0.034829375,0.790472095,0.034829375
Behrens et al. (2009) Am Min,10.2138/am.2009.2796,Phonotephrite,"Alban Hills, Italy",Synthetic,KFT,FTIR,IHPV,H51,1200,10,A,2000,50,A,1.57,0.2,A,2870,120,A,49.89,0.42,A,15.57,0.21,A,1.95,0.18,A,5.75,0.18,A,11.4,0.21,A,0.89,0.03,A,7.82,0.32,A,0.02,0.09,A,7.52,0.16,A,,,ND,,,,2,DFMQ,,H51,0.14,0.03,A,0.86,0.03,CALC,T,100.81,49.48913798,9.393909334,circle,#fbafe4,Y,N,Y,N,IaconoMarziano,1935.493613,123.8815939,0.154968767,0.030522952,0.845031233,0.030522952
